[00000.00-00006.66] 好的,同学们,我们书接上回进入到第二节内容的学习,就是我们所说的先行
[03004.80-03008.64] 而最开始楚装王他想要投靠或者是我们所说的
[03008.64-03011.20] 依赴于周朝的时候周朝还看不见他
[03011.20-03012.60] 就是看不上他
[03012.60-03015.44] 所以后来处装网的时候就说你竟然看不上我
[03015.44-03017.04] 对完今天你对我爱大布里
[03017.04-03018.64] 明天我就让你高潘不起
[03018.64-03019.48] 自立为望
[03019.48-03022.52] 因为那个时候天下的共主叫什么叫周望
[03022.52-03025.28] 所以这是他的名号的这个读来
[03025.28-03026.60] 而和他有关的点共
[03026.60-03029.04] 其实一个叫做一名精人
[03029.04-03029.84] 一名精人
[03029.84-03031.68] 其实说的就是当处装网
[03031.68-03032.88] 他父亲去世之后
[03032.88-03035.52] 处装网成为国王的时候
[03035.52-03036.72] 还不到二十岁
[03036.72-03037.96] 所以不到二岁的时候
[03037.96-03038.94] 他没有别的办法
[03038.94-03041.30] 所以每天都就假装自己生色权
[03041.54-03042.46] 成命于每次
[03042.46-03044.06] 然后天天的花天酒地
[03044.32-03045.34] 在这个地方
[03045.34-03046.54] 他就玩了三年
[03046.54-03048.46] 玩了三年后来就一个老臣
[03048.46-03049.36] 就来券检他
[03049.36-03050.36] 就给他讲故事
[03050.36-03051.72] 然后就跟这个主装网说
[03051.88-03053.76] 他说大王有一个事情不明白
[03053.76-03055.04] 主装就说那你问呗
[03055.04-03056.42] 我看我能不能理解答
[03056.58-03060.16] 他说我听说在森林当中有一个女儿
[03060.16-03061.24] 这个女儿呢
[03061.34-03062.60] 长得像奉皇一样
[03062.60-03064.32] 但是非常奇怪
[03064.48-03066.40] 每天也不非也不就
[03066.40-03067.94] 也不可其他的鳥玩
[03067.94-03070.24] 天天就怕在那個樹上無所事事
[03070.24-03071.78] 大王你說為什麼呀
[03071.78-03072.80] 這種情況之下
[03072.80-03073.82] 儲壯文就明白了
[03073.82-03074.34] 這在幹嘛
[03074.34-03075.62] 這是在點他呢
[03076.12-03077.66] 於是儲壯文就跟他說
[03077.66-03078.94] 說這你就不懂了吧
[03078.94-03080.60] 說有鳥三年不非
[03080.60-03081.68] 一非充田
[03081.68-03083.30] 有鳥三年不明
[03083.30-03084.32] 一名精人
[03084.32-03085.86] 所以一名精人形容自己
[03085.86-03087.14] 所以從那以後
[03087.14-03087.90] 我們所說的
[03087.90-03090.46] 他的這種偷方揚會的政策發揮作了
[03090.46-03090.98] 請國
[03090.98-03091.74] 我們所說的
[03091.74-03092.76] 儲國
[03093.02-03094.30] 發展得比較好
[03094.30-03095.84] 所以在這種情況之下
[03095.84-03097.00] 就了一名精人
[03097.00-03099.68] 后来随着他国力的不断的强盛
[03099.68-03101.40] 处状王就进一步干嘛
[03101.40-03102.64] 进一步北上
[03102.64-03105.68] 北上之后就开始以秦王之名
[03105.68-03108.00] 就是帮助周天子平乱之名
[03108.00-03110.08] 然后把到了洛阳的旁边
[03110.08-03112.28] 这时候周天子就非常的害怕
[03112.28-03113.24] 就找一个人
[03113.24-03114.92] 这个人叫王孙满
[03115.92-03117.52] 这个人叫王孙满
[03117.52-03119.16] 然后就找这个人
[03119.16-03121.52] 就去废问我们所说的这个处状王
[03121.52-03123.88] 然后找到这个人去废问处状王的时候
[03123.88-03124.96] 然后呢处状王就问
[03124.96-03126.24] 说问你个30呗
[03126.24-03130.84] 他说我听说中原非常喜欢用中文顶做一历期
[03130.84-03133.28] 那你们的天子的顶到底有多大呢
[03133.28-03135.44] 其实当时这个人就知道他怎么回事了
[03135.44-03137.12] 这个人回答他就说
[03137.12-03139.24] 这个顶大顶小
[03139.24-03141.08] 承受不在意顶的精神数
[03141.08-03143.44] 而是在于王德德醒
[03143.44-03145.72] 如果这个人他是一个明军
[03145.72-03147.20] 那他顶很小
[03147.20-03148.56] 也难以漢套
[03148.56-03149.80] 所以当时呢
[03150.44-03152.20] 除了万一听这个话就知道
[03152.20-03153.64] 还没有到他怎么样
[03153.64-03156.64] 还没有到他我们所说的取代周亡的这个时刻
[03156.64-03158.12] 但是有这么一个事情
[03158.12-03161.24] 其实表明了他其实想要猜有到中原的争拔当中去
[03161.24-03161.72] 对吧
[03161.72-03163.88] 所以就有了叫做问顶中原
[03163.88-03166.44] 然后在问顶中原之后又过了十几年
[03166.44-03169.12] 然后到了处装网时期年的时候
[03169.12-03170.80] 他这个就趋势北上
[03170.80-03172.44] 然后开启去讨法正国
[03172.44-03174.72] 然后再和正国打的这个过程当中
[03174.72-03175.48] 打了三个月
[03175.48-03176.44] 没有打下来
[03176.44-03177.44] 然后这种情况之下
[03177.44-03179.32] 近国听有人打正国
[03179.32-03183.24] 于是近国就派军队去救我们所说的正国
[03183.24-03186.68] 結果軍隊剛發出出發沒多久就聽說
[03186.68-03188.56] 說 楚裝王好像不打了
[03188.56-03191.36] 然後和這個中國的人講合了
[03191.36-03192.32] 那這個時候呢
[03192.32-03196.64] 這些軍隊到底要不要進一步和楚國發生衝突
[03196.64-03198.64] 然後這些軍隊進國的軍隊
[03198.64-03199.60] 就開始播怎麼辦了
[03199.60-03201.12] 於是內部分成了兩派
[03201.12-03202.00] 一派呢就說
[03202.00-03202.76] 那就別打了
[03202.76-03204.92] 我們本來就是要來救人家的人都不打了
[03204.92-03205.92] 咱還來幹啥呢
[03205.92-03207.20] 但是另一對說啥
[03207.20-03208.56] 另一對叫做先骨
[03208.56-03210.56] 就是這個領軍的人叫做先骨
[03210.56-03212.28] 這個將是就是說那不行
[03212.28-03214.04] 我来都来了,我还不打一打
[03214.04-03215.76] 然后他也没听人家的劝
[03215.76-03217.76] 然后自己带留一支军队
[03217.76-03219.12] 度过了黄河
[03219.12-03220.68] 而他在度黄河的时候
[03220.68-03223.12] 其实处装王和挣过已经谈达了之后
[03223.12-03225.00] 已经从黄河走了
[03225.00-03227.12] 已经退出黄河流域了
[03227.12-03228.16] 结果他一天
[03228.16-03228.84] 我在天啊
[03228.84-03230.92] 近国军队来了还度了黄河
[03230.92-03232.04] 那处装王怎么样
[03232.04-03232.96] 不能怪着他
[03232.96-03235.36] 马上立刻骂头回来了
[03235.36-03238.20] 然后在这个黄河附借
[03238.20-03239.28] 和他打了一张
[03239.28-03240.36] 打完了之后
[03240.36-03243.94] 大代进军结果在这种情况之下,我们都知道
[03243.94-03245.60] 这种就是我们所说的什么
[03245.60-03248.04] 银码黄河,银码黄河之后
[03248.04-03252.14] 处装网就正式成为了中原霸主之一,中原霸主义
[03252.14-03255.72] 所以这是我们所说的,有关于它的点过,就银码黄河
[03255.72-03256.48] 银码黄河
[03256.48-03260.32] 那除了这些之外,还有其他的点过,就是我们所说的估见
[03260.32-03263.92] 这个估见就是我们经常提到的叫做窩心长兰
[03263.92-03267.76] 一旦说到窩心长兰兰,知道就是估见
[03267.76-03270.00] 我们所说的要一学前尺
[03270.00-03271.16] 每天也不是一叫
[03271.16-03273.40] 然后就长那个苦打要给自己学持
[03273.40-03275.04] 然后后来回到国家之后
[03275.04-03277.60] 把它睡的这个喜乐都变成了草
[03277.60-03279.72] 然后就开始每天去回想这事
[03279.72-03281.08] 就会留给自己报仇
[03281.08-03282.60] 所以叫做臥心藏感
[03282.60-03283.60] 叫臥心藏感
[03283.60-03285.20] 那可他有关的另外一个点工
[03285.20-03287.80] 叫做你要进工藏托斯狗棚
[03287.80-03290.60] 那这两个点工其实是和两个人有关系的
[03290.60-03293.00] 这当年我们所说的这个王宫姐
[03293.00-03295.80] 我们所说的越王宫姐
[03295.80-03297.00] 这个越王宫姐
[03297.00-03299.00] 他其实下面有两个能臣
[03299.00-03301.00] 这两个能臣一个是范理
[03301.00-03303.20] 这是我们所说的西师的那个范理
[03305.20-03306.20] 还有一个是谁呢
[03306.20-03308.60] 还有一个人叫文种文种
[03308.60-03310.92] 当年我们所说的这个勾结
[03310.92-03312.92] 温馨长打一血钱只之后
[03312.92-03316.20] 这个范理他就派直到这个勾结是什么人了
[03316.20-03319.40] 他就知道说这个月王他最后呢
[03319.40-03321.60] 他其实一定不会放过他们两个的
[03321.60-03324.40] 后来这个范理他就退了
[03324.40-03325.00] 就隐退了
[03325.00-03325.80] 就说我不想了
[03325.80-03326.60] 我不想再当官了
[03326.60-03327.60] 我去精生啊
[03327.60-03328.80] 于是他就隐退了
[03328.80-03331.12] 他引起之前他就跟文种说
[03331.12-03332.32] 他说大王这个人
[03332.32-03333.64] 他不会放过我们的
[03333.64-03335.60] 所以说他说你稍微的
[03335.60-03337.00] 你要不跟我一起走吧
[03337.00-03339.80] 或者是你去做一些其他的
[03339.80-03341.84] 然后就文种就觉得说
[03341.84-03343.52] 越往应该不是这样的人
[03343.52-03345.60] 结果也没有在意
[03345.60-03346.16] 没有在意的
[03346.16-03348.00] 但是他也很少参与朝政了
[03348.00-03349.80] 等到后面的时候有一天
[03349.80-03350.80] 就文种
[03350.80-03353.52] 他就在称明在家待着
[03353.52-03356.96] 然后这个估计就去看他
[03356.96-03359.02] 就去看他的时候就跟他说
[03359.02-03361.18] 说你当年说让我
[03361.18-03363.58] 说你跟跟我说了有七种方法
[03363.58-03365.86] 对吧 去种方法可以让我一去钱指
[03365.86-03367.14] 然后撞大我们的国家
[03367.14-03368.08] 你结果呢
[03368.08-03370.02] 你当时呢 就是我和污亡
[03370.02-03371.18] 对线的时候
[03371.18-03372.50] 在这种情况之下呢
[03372.50-03373.66] 你给我提了三种
[03373.66-03375.02] 那还剩下四种是什么
[03375.02-03376.92] 那六文种一听到这道啥意思
[03376.92-03377.56] 文种跟他说
[03377.56-03378.80] 剩下四种用不着了
[03378.80-03380.26] 然后这个顾见你看看说
[03380.26-03382.62] 说既然在活着的时候用不着了
[03382.62-03385.60] 说那你就带着这四种其他的方法
[03385.60-03387.40] 下到9全副周的先組
[03387.40-03390.48] 然後就刺他明見讓他自殺了
[03390.48-03391.92] 那這個就是鳥靜工廠
[03391.92-03392.84] 吐司購工
[03392.84-03394.36] 這鳥靜工廠吐司購工
[03394.36-03396.20] 其實是犯理個文種說的
[03396.20-03397.12] 當然就說了
[03397.12-03398.92] 說鳥都已經殺完了
[03398.92-03399.88] 那這種情況
[03399.88-03401.92] 我們所說的工艦就要藏起來了
[03401.92-03404.44] 說我們所說的吐司已經沒有了
[03404.44-03406.56] 那就說裂果就要被用來吃了
[03406.56-03407.28] 就說白了
[03407.28-03409.00] 就是犯理和文種已經沒有什麼用了
[03409.00-03411.04] 那最後一定會走到最後一步
[03411.04-03412.28] 所以在這裡就叫做
[03412.28-03414.52] 鳥靜工廠吐司購工
[03414.52-03416.16] 你咬進工廠托子口判
[03416.16-03418.72] 這是我們所說的有關於這幾個人
[03418.72-03419.96] 當然除了這幾個人之外
[03419.96-03420.72] 還有一個人
[03420.72-03421.92] 同們做一個補充
[03421.92-03422.76] 這人是誰呢
[03422.76-03425.36] 這人就是送相公
[03425.36-03426.36] 送相公
[03426.36-03428.04] 送相公和他有關的戰役
[03428.04-03432.88] 叫做紅水之戰
[03432.88-03435.32] 和送相公的戰役就叫做紅水之戰
[03435.32-03436.36] 大家要注意一下
[03436.36-03438.00] 就在紅水之戰當中
[03438.00-03439.32] 其實四方問不說了
[03439.32-03440.92] 人家軍隊還沒有準備好
[03440.92-03442.28] 咱們先不要去跟他打
[03442.28-03446.12] 对吧,这是我们所说的红水之上,大家知道
[03446.12-03449.32] 这是我们所说的和春末霸相关的点顾
[03449.32-03453.56] 从这里面所演生出来的相当其他的考点,大家注意一下
[03453.56-03458.20] 好,我们讲了春末霸来看一下这里面的相当题目
[03458.20-03463.08] 但是春秋霸主当中,是由长江留育的出后国的国军有哪些
[03463.08-03468.20] 我们说了,一个是除装网,一个是云王孤建,还有一个就是汪荷旅
[03468.20-03473.02] 所以这套提选择的是AC,这套提选的AC
[03473.02-03475.88] 好,这是我们所说的春秋五八
[03475.88-03479.36] 春秋五八说,这后呢,我们就来看一下下面的
[03479.36-03482.92] 这是我们所说的战国七雄,战国七雄
[03482.92-03489.96] 那在春秋之后,我们的整个时代在春秋完结之后,就过度到我们所说的战国十七
[03489.96-03492.68] 那战国十七呢,其实是有七个珠后国的
[03492.68-03495.34] 这七个珠国呢,同于们需要去基珠
[03495.34-03499.18] 在这里就是我们所说的叫做骑处烟韩 招位器
[03499.18-03503.02] 占国骑成在考察的时候 这么几种考察方式
[03503.02-03505.18] 第一个就是问占国骑熊
[03506.30-03508.38] 有哪些考察单纯的实际
[03508.38-03510.70] 第二个就是考察他们的位置
[03510.70-03513.66] 这个在考察位置的时候 香港人说就有点变态了
[03513.66-03518.06] 他就会说在占国骑熊当中 东边的有哪些
[03518.06-03520.18] 哪些西边的哪些北边的哪些
[03520.18-03521.26] 他可能会这么问
[03521.26-03523.98] 那这样的话我们就需要在地理位置上
[03523.98-03528.32] 对我们所说的这个战国其熊有一个大概的了解
[03528.32-03532.24] 我们来看一下这个战国其熊在这个地方我们来知道
[03532.24-03535.06] 最东边的其实是我们所说的奇古
[03535.06-03536.74] 对吧因为它里山东标记
[03536.74-03540.36] 那最西边的呢其实是偏向我们所说的琴国
[03540.36-03543.06] 而我们所说的南边是黄河流域这一代的
[03543.06-03544.96] 华那一定是出国发言的
[03544.96-03546.60] 发言于成央流域
[03546.60-03546.98] 对吧
[03546.98-03549.96] 然后再往北边是照国和烟果
[03549.96-03551.88] 所以大家就在地里方秘上
[03551.88-03554.24] 就大概要知道一下就大概要知道一下
[03554.24-03556.12] 因为照我言我大概是在核备
[03556.12-03557.88] 对吧 其活代是深东
[03557.88-03558.92] 而秦国呢
[03558.92-03559.80] 这说我们所说的
[03559.80-03561.32] 发育干肃这一代
[03561.32-03562.12] 而楚国呢
[03562.12-03563.92] 就是在我们所说的长江留域
[03563.92-03565.32] 所以东边
[03566.36-03567.16] 南边
[03567.96-03568.96] 西边
[03569.16-03570.76] 以及我们所说的北边
[03570.76-03571.80] 你要大概知道
[03571.80-03572.88] 用哪些国家
[03572.88-03574.00] 就大概知道一下
[03574.00-03575.64] 因为它对应的地理分区
[03575.64-03577.16] 你只要能够知道就行了
[03577.16-03579.48] 这样的话其实就很容易变息出来
[03579.48-03580.44] 他们在哪儿了
[03580.44-03582.44] 这是我们所说第二个考察方式
[03582.44-03583.32] 第三个呢
[03583.32-03584.20] 他就会考察
[03584.20-03585.04] 我们所说的
[03585.04-03587.84] 被灭火的这样的一个孙血
[03587.84-03589.92] 就是其处严安照页行期谷
[03589.92-03591.64] 他被灭的孙血是什么呢
[03591.64-03593.76] 是寒照位处严期
[03595.04-03596.64] 是寒照位
[03598.76-03599.76] 处严期
[03600.16-03601.40] 因为期谷
[03601.40-03602.76] 其实是我们所说的
[03602.76-03604.76] 春秋时期就做大多强的
[03604.76-03606.96] 所以他可以说是在战国庆东当中
[03606.96-03608.96] 也是有非常大的一个地位的
[03608.96-03610.16] 所以不太好打呀
[03610.16-03612.40] 所以在这种情况最后灭掉的是期国
[03612.40-03614.50] 那它的口觉怎么去记呢
[03614.50-03617.94] 就是大家经常熟悉的叫喊照威去演戏
[03617.94-03619.90] 不要这个名字现在能不能说了
[03619.90-03621.24] 那我就简单写了了
