[00000.00-00004.08] 好,我们接下来看第六节就是新西技术
[05464.68-05467.02] 内存有RAM和RAM
[05467.02-05468.88] 要知道他们之间是什么
[05468.88-05470.88] 还有书入和书出设备
[05470.88-05472.60] 这里面考设备的具体内容
[05472.60-05474.16] 大家要知道咱们的区分
[05474.16-05475.52] 这是应加
[05475.52-05476.80] 但是还要有软件
[05476.80-05478.28] 软件就是要电脑怎么样
[05478.28-05479.96] 能够运行起来的
[05479.96-05482.32] 这里面就有系统软件和应用软件
[05482.32-05484.24] 系统软件管理其算机
[05484.24-05486.40] 然后应用软件就是具体问题
[05486.40-05488.08] 你下载的PC端
[05488.08-05489.44] 你知道能去分开
[05489.44-05490.60] 这个是我们所说的
[05490.60-05491.92] 其算机的系统购成
[05491.92-05494.16] 除了要知道激算机系统过程之外
[05494.16-05495.08] 还要知道激算机
[05495.08-05496.28] 它主要性能指标
[05496.28-05497.96] 掌握中一个重点就行了
[05497.96-05499.16] 就是它的幻算
[05499.16-05500.76] 这个地方的幻算考过
[05500.76-05503.00] 除了自己和自长是8之外
[05503.00-05505.00] 其他都是1024
[05505.00-05506.24] 这是我们所说的
[05506.24-05507.28] 激算机技术
[05507.28-05508.36] 除了这些问题
[05508.36-05509.32] 这边比较关心的
[05509.32-05510.28] 激算机并度
[05510.28-05512.00] 大家知道激算机并度是什么
[05512.00-05512.84] 一个程序
[05512.84-05513.88] 原自于什么
[05513.88-05514.56] 一个游戏
[05514.56-05515.44] 增加这
[05515.44-05516.72] 因为它可以做负质
[05516.72-05519.00] 激算并度什么样的特点
[05519.00-05521.00] 它和生物学庄的并度很像
[05521.00-05522.48] 所以你一旦忘了
[05522.48-05524.84] 你就是研究生物学的病毒去分析它就行了
[05524.84-05525.72] 那即算你应用
[05525.72-05526.92] 还会有一些快接界
[05526.92-05527.80] 这个快接界
[05527.80-05528.44] 大家注意一下
[05528.44-05531.36] 我们就记不太常用的就行了
[05531.36-05533.68] 依旧是世界单位考察的一个重点
[05533.68-05535.60] 那这是信息技术当中的第一个
[05535.60-05536.80] 叫计算技技术
[05536.80-05538.32] 那信技术当中的第二个
[05538.32-05539.76] 就叫做通信技术
[05539.76-05541.60] 通信技术我们讲了四个
[05541.60-05544.36] 就光仙、物联网、武技和蓝牙
[05544.36-05545.92] 重点是前三个
[05545.92-05546.40] 对吧蓝牙
[05546.40-05548.20] 我就知道它是短距离的
[05548.20-05549.48] 传出就可以了
[05549.48-05550.80] 那光仙的原理
[05550.80-05551.44] 咱们说了
[05551.44-05553.20] 第二个就是光线
[05553.20-05554.28] 它的一个特性
[05554.28-05556.08] 第三个就是光线同线
[05556.08-05557.36] 它主要遇用的是什么
[05557.36-05558.40] 用的是光波
[05558.40-05560.04] 或者叫做电磁波也行
[05560.04-05560.48] 对吧
[05560.48-05562.40] 那无联网就是物物相联
[05562.40-05563.88] 物相联两层含义
[05563.88-05564.56] 第一个
[05564.56-05565.84] 核心是互联网
[05565.84-05567.36] 第二个就是在这里面
[05567.36-05568.44] 物品物品之间
[05568.44-05570.64] 第三个就是它的应用
[05570.64-05571.76] 咱们讲了
[05571.76-05573.44] 二为马和挑刑
[05573.44-05573.76] 对吧
[05573.76-05574.76] 那你要能够区分
[05574.76-05575.72] 二为马和挑刑
[05575.72-05577.00] 那还有就是武机技术
[05577.00-05577.40] 第一个
[05577.40-05578.80] 武机叫什么名字
[05578.80-05579.80] 第五个一动通线
[05579.80-05581.80] 最明显的特征
[05582.30-05583.80] 传诉和电池
[05583.80-05586.16] 想想远程实实的手术
[05586.16-05586.66] 对吧
[05586.66-05588.06] 这是同性技术
[05588.06-05589.96] 除了同性咱们还讲到了机光
[05589.96-05592.72] 但机光机会没太考过了解机客
[05592.72-05594.44] 这是我们所说的机光技术
[05594.44-05597.44] 在我后就给到了新鞋应用技术
[05597.44-05598.44] 新鞋应用技术
[05598.44-05599.68] 咱们讲了两个
[05599.68-05600.88] 一个是人工智能
[05600.88-05602.00] 一个是3R
[05602.00-05602.64] 人工智能
[05602.64-05605.14] 同们知道它的领域有哪些就行了
[05605.14-05606.96] 第二个是3R是一个重点
[05606.96-05610.92] 要知道BR和MR分別隊友的是什麼
[05610.92-05613.22] 而且這3R它會運用到哪裡
[05613.22-05614.46] 原於周端中去
[05614.46-05617.56] 這是我們所說的信息用技術
[05617.56-05619.68] 最後一個我們就講了一個區塊料技術
[05619.68-05622.46] 其中區塊料技術也是信息用當中的一個
[05622.46-05623.80] 我們就知道區塊料
[05623.80-05626.14] 第一個它的特點是去中心化
[05626.14-05627.40] 叫全民技障的嘛
[05627.40-05629.24] 所以每個人手裡都有信息
[05629.24-05630.96] 信息越公開
[05630.96-05632.40] 信息安全度越高
[05632.40-05634.40] 因為它沒有辦法串給它和造假
[05634.40-05637.00] 所以他的这个应用就是数字货币
[05637.00-05637.96] 或者是虚你货币
[05637.96-05639.28] 所以点形是比特币
[05639.28-05641.96] 但知道这种虚你的货币和数的人币
[05641.96-05643.04] 有本质的区别
[05643.04-05645.64] 我们讲的数字人民币的特点
[05645.64-05646.84] 大家还记得对吧
[05646.84-05648.96] 第一个就是它是法定货币
[05648.96-05651.12] 第二个它是前面里的钱
[05651.12-05652.52] 不同于支付宝和平台
[05652.52-05653.96] 第三个就是它可以
[05653.96-05656.24] 肉过美人的支付结算系统的原因
[05656.24-05659.36] 就是因为它可以实现离现支付
[05659.36-05661.56] 那它也不需要保定特定的账户
[05661.56-05663.44] 人民币的我们所说的
[05663.44-05665.08] 这种影响力在进一步够的
[05665.08-05665.40] 对吧
[05665.40-05666.76] 所以这是我们所说的关于
[05666.76-05668.04] 信息技术的内容
[05668.04-05669.24] 所以咱们讲了很多
[05669.24-05670.48] 也讲了很多的案例
[05670.48-05672.52] 希望同学们能够结果这些案例
[05672.52-05674.52] 一方面找不住它的基本原理
[05674.52-05677.12] 那另一方面也希望同学们在这里面
[05677.12-05680.16] 能够去结合老师的这些案例
[05680.16-05682.40] 去结合一些热点去理解它
[05682.40-05682.76] 好
[05682.76-05685.00] 这是我们所说的信息技术
