[00000.00-00002.00] 大家好 我是杰瑞
[00002.00-00004.00] 这奖批战次应合的考试知识
[06188.74-06190.74] 从红官角度转向个体
[06190.74-06192.18] 就可以看到什么
[06192.18-06193.62] 就可以看到单个的人
[06193.62-06195.38] 于是我们要进入了第四个点
[06195.38-06196.40] 就去看一看
[06196.40-06197.32] 我们所说的
[06197.32-06198.96] 马斯所强调的
[06198.96-06200.76] 人到底是什么
[06200.76-06202.02] 所以第四点我们来看一下
[06202.02-06203.82] 人的本质和人的价值
[06203.82-06205.22] 人第一个在马斯看来
[06205.22-06206.32] 人的本质是什么呢
[06206.32-06207.42] 这句话标注出来
[06207.42-06209.72] 这个点只能做一个医生几个点来看
[06209.72-06211.00] 说人的本质
[06211.00-06212.40] 实际性的题目
[06212.40-06214.84] 说人的本质是社会关系的组合
[06214.84-06217.40] 在马斯看来说人
[06217.40-06218.94] 他一种社会性不动
[06218.94-06219.70] 任何一个人呢
[06219.70-06220.72] 生活在社会当中
[06220.72-06222.78] 都和他人节存一定的社会关系
[06222.78-06225.08] 既然每个人都有各自的社会关系
[06225.08-06226.80] 我们从社会的角度来看
[06226.80-06228.92] 如何去去分人和人之间的不同呢
[06228.92-06229.64] 他说了
[06229.64-06231.88] 那就要从他的社会关系去去分
[06231.88-06234.36] 所以每个人他都有个字的社会关系
[06234.36-06236.56] 比如说以我为中心画一个圈
[06236.56-06237.96] 以我为中心
[06239.16-06240.00] 这是我
[06240.00-06241.00] 这是我
[06241.00-06242.60] 以我为中心画一个圈
[06242.60-06244.28] 以我为中心画一个圈的话
[06244.28-06244.84] 你看
[06244.84-06245.96] 我有什么关系呢
[06245.96-06247.08] 有父母关系
[06247.08-06248.60] 有同事关系
[06248.60-06249.16] 对吧
[06249.16-06251.32] 我在这里面还有朋友关系
[06252.28-06253.56] 还有家人
[06254.20-06254.68] 对吧
[06254.68-06256.36] 还有我们所说的什么规秘
[06257.24-06258.16] 规秘就算了吧
[06259.16-06260.32] 规秘就是跑掉了
[06260.32-06265.20] 这里面还有什么比如说还有男女朋友等等
[06265.20-06267.36] 你看以我为单位去进行画圈的话
[06267.36-06269.32] 我能节成的社会关系非常多
[06269.60-06271.00] 在这里我的父母
[06271.00-06273.24] 他们有比如说我们母亲是在父亲是
[06273.24-06275.20] 我的同事然后有哪些
[06275.20-06277.72] 你说老师像这里面你提到的父母同事
[06277.72-06279.20] 朋友家人我也有
[06279.20-06280.48] 但是同学们你要记得
[06280.48-06283.48] 我们虽然从红官上来看之前关系我们都有
[06283.48-06285.92] 但是每个人的关系一位样不一样
[06285.92-06288.28] 我的目的说我的父母就是你的父母
[06288.28-06290.04] 我的同事就是你的同事
[06290.04-06291.48] 我的朋友就是你的朋友的
[06291.48-06292.12] 不行
[06292.12-06294.96] 虽然从龙统来看这些关系大家都有
[06294.96-06297.12] 但本质上我们的社会关系一位样
[06297.12-06300.00] 本质上我们的社会关系是不一样的
[06300.00-06301.80] 每个人的社会关系都不同
[06301.80-06304.08] 所以保质我是我你是你
[06304.08-06306.84] 所以在马斯看来人的本质就是在于什么
[06306.84-06309.44] 社会关系社会关系不同
[06309.44-06310.60] 人就是不一样
[06310.60-06312.52] 就区分出来了不同的什么
[06312.52-06315.04] 各体所以在这里他给到的叫做
[06315.04-06316.88] 人士社会关系的总合
[06316.88-06318.92] 而社会关系是人的什么属性的
[06318.92-06321.16] 社会关系是人的社会属性的体现
[06321.16-06323.64] 在马斯看了人的属性有两个
[06323.64-06324.96] 一个是社会属性
[06324.96-06325.88] 一个是什么
[06325.88-06326.92] 自然属性
[06326.92-06328.04] 什么自然属性
[06328.04-06331.40] 所以在属性就是我们和大公数的动物一样
[06331.40-06332.84] 就是人士上的动物性
[06332.84-06334.28] 我们要吃喝烂咱
[06334.28-06335.88] 我们也要反映后代
[06335.88-06336.28] 对吧
[06336.28-06337.44] 我们也要成家
[06337.44-06338.44] 对吧等等
[06338.44-06340.04] 这就叫做人的什么性
[06340.04-06343.18] 这种就叫做人的赦子然属性
[06343.18-06344.68] 这是和其他动物一样
[06344.68-06348.94] 如果说人的我们所说的这个赦会属性
[06348.94-06351.76] 这个就是在赦会当中所接成的赦会关系
[06351.76-06354.06] 所以他说人的本质在一个赦会属性
[06354.06-06357.84] 因为在赦会属性当中会接受人员之间的关系
[06357.84-06359.56] 所以在这里面大家要注意一下
[06359.56-06360.80] 这是人的本质
[06360.80-06362.76] 这里面旁边把物质两面就行了
[06362.76-06364.80] 第一个人是赦会关系的总合
[06364.80-06365.40] 第二个
[06365.40-06367.00] 区分人员之间
[06367.00-06371.00] 去分人羽人就在于他的社会主性
[06371.00-06372.28] 到这就OK了
[06372.28-06374.12] 只有这两句话大家要知道
[06374.12-06377.32] 这时候我们所说的叫做人的本质
[06377.32-06379.60] 知道了我们是啥
[06379.60-06380.60] 我们是人的
[06380.60-06381.92] 知道了我们是谁
[06381.92-06384.64] 接下来我们就发出人生三论
[06384.64-06386.96] 我是谁我在我的价值在哪里
[06386.96-06388.64] 我来到社会的任务是啥
[06388.64-06390.64] 这个就叫做人的价值
[06390.64-06392.76] 在马斯看来人的价值
[06392.76-06393.96] 他有两个
[06393.96-06396.16] 一个叫做人的社会价值
[06396.16-06398.24] 一个叫做人的自我价值
[06398.24-06400.52] 什么叫做人的社会价值
[06400.52-06402.32] 社会价值就是你做了一个事
[06402.32-06404.48] 满足了社会上大多数人的需要
[06404.48-06406.16] 这个就要做社会价值
[06406.16-06408.00] 比如说你出门扶楼外的过碗路
[06408.00-06409.28] 这种情况之下
[06409.28-06412.64] 就像你卖足了社会的需要
[06412.64-06414.72] 这种你的社会价值就死下了
[06414.72-06416.76] 什么叫做人的作价值
[06416.76-06421.00] 他这人的作价值是个人通过自己的活动满足生存和发展
[06421.00-06423.24] 社会价值是满足的需要
[06423.24-06424.96] 而我们所说的作价值
[06424.96-06427.36] 是你做了一个圣满足了自己的需要
[06427.36-06428.80] 什么要满足自己的需要呢
[06428.80-06430.14] 你浮浪了的过满足
[06430.14-06431.48] 浮浪了过满路之后呢
[06431.48-06433.72] 我就发现你这个孩子真不错
[06433.72-06436.44] 对吧于是呢我就给你全是通报标样
[06436.44-06437.92] 那只有时候你会发现
[06437.92-06439.04] 你被标样了
[06439.04-06441.28] 社满足了你自己的自身的需要
[06441.28-06442.88] 或者你就以住人为乐
[06442.88-06444.92] 你帮助他人自己快乐
[06444.92-06446.68] 那这时候你满足了自己快乐
[06446.68-06448.08] 这方面的这种需要
[06448.08-06448.88] 他也算
[06448.88-06450.48] 所以我们所说的这种
[06451.36-06453.00] 社会自我价值
[06453.00-06454.80] 就是满足自己的需求
[06454.80-06456.84] 就是你自己的价值实现了满足
[06456.84-06458.88] 那这个就要做个人价值
[06458.88-06460.32] 会叫做做价值
[06460.32-06461.84] 这两个概念不重要
[06461.84-06462.84] 重点在于什么呢
[06462.84-06463.84] 重点在这
[06463.84-06465.72] 在于在马斯看来
[06465.72-06466.44] 他提到了
[06466.44-06469.92] 满足做人是社会价值和个人价值的同意
[06469.92-06471.88] 这个地方经常会考察一个案例
[06471.88-06474.20] 那是也会考的特别特别都简单
[06474.20-06476.36] 他是个人价值社会价值的同意
[06476.36-06477.56] 他一般情况还怎么考呢
[06477.56-06478.80] 就是他会考到
[06479.52-06480.84] 一个人做了一件事
[06480.84-06482.52] 然后对于全社会有共限
[06482.52-06485.08] 然后同时在这个里面给他发了表扎
[06485.08-06488.28] 然后给他发了一些钱 发了一些讲力等等
[06488.28-06490.84] 然后再问说那记得这个点
[06490.84-06492.72] 他体现了什么样的真是原理
[06492.72-06495.16] 那这里他做了一件事满足了社会的需要
[06495.16-06496.60] 只要社会价值的实现
[06496.60-06500.40] 他做了这件事同时满足了自己价值的实现
[06500.40-06503.28] 他拿到了钱 获到了获得了好的名声
[06503.28-06505.28] 那这个就要个人价值的实现
[06505.28-06506.12] 举个简单的例子
[06506.12-06508.80] 大家人家还记得在今年有一个非常拥用的
[06508.80-06511.96] 应该是外卖小哥 他跳水就任了那个事情
[06511.96-06513.64] 他当时的本能反映就是什么
[06513.64-06516.08] 他当时的本能反映就是从那个条条球
[06516.08-06517.60] 当时看那个视频之后
[06517.60-06519.52] 我都感觉心灵胆胆的
[06519.52-06521.08] 那么高的一个巧啊
[06521.08-06522.24] 你跳到那个水里
[06522.24-06524.36] 你自己都不清楚最能什么样
[06524.36-06527.32] 但是他的本能就是在那做了几个生活习一个猛子扎去
[06527.32-06528.08] 出去救人
[06528.08-06529.88] 然后他也在这个过程当中收了商
[06529.88-06532.04] 后来这个视频在网上滑一流传
[06532.04-06534.24] 大家就对小哥这种驱认的勇气
[06534.24-06535.32] 说紛紛点赞
[06535.32-06538.44] 所以在这个里面我们会发现他救了别人的命
[06538.44-06540.60] 获得了社会对他的任可
[06540.60-06544.60] 那这里面是不是满足了社会对社会需要的满足
[06544.60-06549.72] 当它做了这件事之后是不是政府给它了讲力和包奖给的发了讲庄和讲金呢
[06549.72-06551.76] 还是给它分了一套房子等等
[06551.76-06555.44] 那它这有时候是不是也满足了自己生存和发展的这样的需要
[06555.44-06557.16] 那一种是它个人家值得什么
[06557.16-06557.76] 实现
[06557.76-06559.24] 所以一个人它做一件事
[06559.24-06562.60] 它会同时实现自己的社会家值得个人家值
[06562.60-06564.44] 两个价值是分不开的
[06564.44-06566.00] 你比如说我们所说的
[06566.00-06567.68] 原来平老爷爷对吧
[06567.68-06570.40] 原来平老爷爷是生前做了很多伟大的贡献
[06570.40-06572.40] 我们可以说是他被人知一样
[06572.40-06574.24] 那你看他做搞出来
[06574.24-06575.64] 无所说的很多的水道
[06575.64-06577.44] 解决了社会机热的问题
[06577.44-06579.24] 这个是他社会价值的实现
[06579.24-06581.24] 但是同时国家也继续他相应的
[06581.24-06582.12] 一些讲厉
[06582.12-06582.56] 对吧
[06582.56-06583.88] 虽然他不太需要这些讲厉
[06583.88-06585.12] 但是能够看得出来
[06585.12-06586.12] 必须要继续他讲
[06586.12-06587.04] 因为这是什么
[06587.04-06588.84] 个人价值的实现
[06588.84-06590.32] 所以他做了这一件事
[06590.32-06592.04] 同时满足了
[06592.04-06593.56] 人的价值的两个方面
[06593.56-06594.76] 所以在这里他说了
[06594.76-06596.00] 人的价值是社会价值
[06596.00-06597.60] 跟人价值的同意
[06597.60-06598.16] 这个点
[06598.16-06599.04] 大家要注意一下
[06599.04-06600.92] 但是有的时候在考试的时候
[06600.92-06602.44] 他不太会考察这一块
[06602.44-06604.80] 他有时候在选上当中会出现另外一句话
[06604.80-06606.00] 同时把它标注出来
[06606.00-06607.36] 说哪句话呢
[06607.36-06609.28] 和他相类似叫人
[06610.16-06611.96] 计视价值的创造者
[06613.96-06617.52] 人计视价值的创造者
[06619.60-06622.00] 又是价值的想用者
[06622.00-06623.28] 或者是要享受者
[06624.88-06626.48] 同时在旁边标主一下
[06626.48-06628.80] 叫人寄是價值的創造者
[06628.80-06632.52] 又是價值的享受者
[06632.52-06634.80] 這兩句話是鄧童的
[06636.08-06637.40] 這樣一句話懂懂的
[06637.40-06638.60] 有時候可能出
[06638.60-06640.56] 是個人下手的價值的統一
[06640.56-06642.52] 有時候也會出現的句句
[06642.52-06643.32] 下面的句
[06643.32-06646.20] 而人寄是價值的創造者是價值的享受者
[06646.20-06647.08] 所以大家注意
[06647.08-06651.04] 這個是我們所說的叫做人的價值
[06651.04-06652.72] 這個點是一個良心寄的知點
[06652.72-06654.24] 經常會考案例
[06654.24-06655.28] 經常會考案例
[06655.28-06656.82] 到后面的后提到了
[06656.82-06659.38] 说这两个价值是不可分割的
[06659.38-06661.84] 我们在整个社会发展过程当中
[06661.84-06663.72] 是要更加追求个人价值的社会价值
[06663.72-06664.80] 不说你都知道
[06664.80-06666.40] 一定是追求社会价值
[06666.40-06669.10] 所以他说人的社会价值是第一位的
[06669.10-06670.38] 这个点就不要简单了
[06670.38-06672.52] 同们在这里只需要几两句话就行了
[06672.52-06675.36] 叫人的价值是社会价值更人价值的统一
[06675.36-06678.56] 即使价值的创造者又是价值的享受者
[06678.56-06680.36] 这个是从我们所说的
[06680.36-06682.88] 人的本质和人的价值来看的
[06682.88-06683.36] 好
[06683.36-06684.76] 那我们做几道题目
[06684.76-06686.68] 来感觉和熟悉一下
[06686.68-06687.96] 这习民总说一强调
[06687.96-06689.00] 说干嘛干事业呢
[06689.00-06690.76] 一定要处理正确的整体关
[06690.76-06694.44] 做到民之所号之民之所物物质
[06694.44-06695.60] 就是老百姓喜欢啥
[06695.60-06696.16] 咱都干啥
[06696.16-06697.32] 老百姓反啥
[06697.32-06698.32] 咱都不干啥
[06698.32-06699.28] 就是为谁
[06699.28-06700.32] 为民为老百姓
[06700.32-06701.80] 我说了为民为老百姓
[06701.80-06704.36] 你就可以选内几句话当中的热和一句话
[06704.36-06706.28] 人民群众是主体
[06706.28-06707.36] 是创造者
[06707.36-06708.96] 是社会变革的决定力量
[06708.96-06710.76] 那你看哪就快强调人民
[06710.76-06715.76] 所以它相这样的体非常非常简单
[06715.76-06717.76] 大家注意一下这是第一体选c
[06717.76-06721.76] 第二体来看一下永远保持对人民的赤子之心
[06721.76-06723.76] 这的话强调为人民
[06723.76-06724.76] 那我们说了
[06724.76-06725.76] 怎么办
[06725.76-06728.76] 选一个刚才咱们数上出现的任意就坏了
[06728.76-06731.76] 人民群优物质财富的创造者可不可以也可以
[06731.76-06733.76] 人民群优移县利都是天上合理的
[06733.76-06734.76] 那怎么行的风了吗
[06734.76-06735.76] 不可能的
[06735.76-06738.76] 所以想今日财富创造数上没有
[06738.76-06740.30] 有,身為變革的決定力量
[06740.30-06742.34] 受傷有沒有有,靠書上的話
[06742.60-06744.14] 就是你只要看到強調人民
[06744.14-06746.18] 書上的任意就換,你都能選
[06746.18-06747.72] 那這裡面選擇應該是什麼?
[06747.72-06749.26] 選擇的是ACD
[06749.52-06750.54] 選擇是ACD
[06750.54-06751.56] 所以這是第二題
[06752.58-06754.38] 好,這個就是我們所說的
[06754.38-06756.68] 人員,人民群眾,我們講了人民群眾
[06756.94-06758.54] 強調人民很強的
[06758.54-06760.98] 任意就換,主體也創造者
[06760.98-06762.70] 可能是物質財富的創造者
[06762.70-06764.62] 也可能是精神財富的創造者
[06764.88-06766.92] 最後一個是會變革的,決定力量
[06766.92-06770.00] 那同红官的人民群传到的个体的人
[06770.00-06771.96] 其实就有这么几个点
[06771.96-06774.48] 第一个人是社会关系的总合
[06774.48-06776.04] 因为我们的社会关系不一样
[06776.04-06777.48] 所以区别了你和我
[06777.48-06780.60] 第二个人的社会关系来自于他的社会属性
[06780.60-06784.08] 所以社会属性是人一人之间区分的标志
[06784.08-06785.44] 那知道的人是什么
[06785.44-06787.40] 要知道人来到市场干什么
[06787.40-06789.12] 是为了实现自身的价值
[06789.12-06790.28] 所以在这里面
[06790.28-06791.96] 你只要在天安农中看到
[06791.96-06793.64] 他计满足了自己的需要
[06793.64-06795.12] 又满足了社会的需要
[06795.12-06797.02] 就可以在这里面选任意的话
[06797.02-06799.32] 它是个人家人的社会家的同意
[06799.32-06800.92] 它可以是家族的享受者
[06800.92-06802.72] 也可以是家族的创造者
[06802.72-06803.92] 一共做这几句话
[06803.92-06805.52] 给它理解清楚就行了
[06805.52-06808.64] 这个就是我们所说的有关于人员
[06808.64-06810.62] 人民群众 人民群众
[06810.62-06813.72] 这就是我们整个媒务史观给大家说完了
[06813.72-06816.02] 我们媒务史观的一共讲了这么几个问题
[06816.02-06818.42] 第一个人的社会存在发展的基础
[06818.42-06820.02] 我们去讲了社会存在
[06820.02-06822.92] 社会议使以及他们之间的变政有关系
[06822.92-06823.52] 对吧
[06823.52-06826.28] 而在这个基础之上,我们又去探讨了
[06826.28-06828.16] 人家社会为什么存在和发展
[06828.16-06830.68] 那是因为社会在不断的运动
[06830.68-06833.84] 于是在这里,有了社会运动的基本规律
[06833.84-06835.68] 社会运动的基本规律
[06835.68-06840.00] 其实是我们所说的生产力和生产关系经济技术和上层建筑
[06840.00-06842.16] 它是社会运行的根本动力
[06842.16-06846.04] 所以我们又去看了,说社会运行社会发展
[06846.04-06849.72] 除了生产力,他们那两个矛盾之外没有其他的动力
[06849.72-06852.80] 由这里出现了人民群众语
[06852.80-06855.20] 人所以在这里面我们在这
[06855.20-06856.48] 还有一个小的知识点
[06856.48-06857.32] 大家注意一下
[06857.32-06859.00] 就在这里为大家补充的
[06859.88-06861.36] 社会发展的基本规律师
[06861.36-06863.08] 两段矛盾我就讲在写了
[06863.08-06864.64] 是两段矛盾
[06864.64-06866.52] 这两段矛盾的大家注意一下
[06866.52-06868.92] 它是社会发展的根本动力
[06870.76-06872.04] 而我们说了社会发展
[06872.04-06873.28] 除了这两段矛盾之外
[06873.28-06874.76] 还有一些其他的动力
[06874.76-06876.40] 其中有一个动力就是什么
[06876.40-06877.52] 人令群众
[06877.52-06882.70] 在这里面说,就可以看简单的看程,社会发展的动力还是怎么样?
[06882.70-06884.14] 还是很多的。
[06884.14-06890.72] 所以在这里面我们就提到另外一个点,就社会发展它的动力很多,我们把它总结为叫社会发展的动力系统。
[06890.72-06896.16] 它的根本动力和直接动力叫做基本动力,叫做社会基本,矛盾云动。
[06896.16-06902.24] 社会变革的决定力量是人民群众,中间还有两个细节的小点,同样注意一下。
[06902.24-06906.60] 在社会发展中,还有一个叫做直接动力和重要动力的。
[06906.60-06908.48] 什么叫我直接动力呢?
[06908.48-06910.96] 直接动力大助理下叫做戒集洞争
[06910.96-06914.64] 但是大助理下能够存在戒集洞争的
[06914.64-06917.48] 只有在戒集社会里面才有戒集洞争
[06917.48-06919.16] 就是必须存在对抗戒集
[06919.16-06922.24] 你比如说资本主义社会存在戒集洞争呢?
[06922.24-06924.84] 存在因为他有公然戒集和无产戒集
[06924.84-06925.80] 对立戒集洞
[06925.80-06929.00] 你说在风见社会他有没有戒集洞争呢?
[06929.00-06931.84] 有因为是鲁米和地主之间的问题
[06931.84-06934.52] 所以在这里戒集洞争只存在于
[06934.52-06936.38] 接近社會當中
[06936.38-06937.86] 那這時候就出現一個問題
[06937.86-06940.76] 就是咱能國家對社會的發展
[06940.76-06943.16] 除了有根本動力基本動力
[06943.16-06944.48] 除了有人民群眾之外
[06944.48-06946.10] 應該也有一個直接動力
[06946.10-06949.88] 但能不能說社會主義國家發展的直接動力是接近鬥爭的
[06949.88-06950.58] 不行
[06950.58-06952.52] 因為我們國家雖然有接近
[06952.52-06953.64] 就是國人接近
[06953.64-06955.10] 但是在這個裡面
[06955.10-06955.96] 大家要知道
[06955.96-06957.64] 雖然有接近是國人接近
[06957.64-06959.56] 但是存在對抗接近
[06959.56-06961.08] 咱們國家哪有對抗接近
[06961.08-06962.68] 我們國家只有國人接近一個
[06962.68-06964.26] 而且是國人接近領導的
[06964.26-06965.42] 公伦联盟基礎
[06965.42-06965.90] 对吧
[06965.90-06968.42] 所以我们国家是没有对抗接级的
[06968.42-06970.66] 所以对于社会主义国家的我们来说
[06971.42-06973.38] 社会发展的直接动力
[06973.38-06975.02] 他就不能是接级漏争了
[06975.98-06977.18] 这时候一变成什么呢
[06977.18-06979.10] 就变成了改革
[06979.10-06981.34] 这个点是很容易混着好的
[06981.34-06983.02] 你就只需要记住一句话
[06983.02-06985.26] 接级斗争一般情况之下
[06985.26-06986.78] 他是直接动力
[06986.78-06988.34] 但是他只存在于
[06988.34-06989.86] 接级社会当中
[06989.86-06992.46] 我们国家是社会主义社会
[06992.46-06996.18] 没有建议斗争,直接动力就变成了谁,变成了改革
[06996.18-06998.98] 这两个点特别容易混,大家要注意一下
[06998.98-07002.02] 这是整个为无使观,给大家去讲的
[07002.02-07004.74] 整个它的一个大框架,大家要知道
[07004.74-07009.54] 我们在这框架当中,在这里面就讲完了人的时候存在发人基础
[07009.54-07012.18] 讲了两大基本矛盾
[07012.18-07014.22] 这两大基本矛盾,大家要知道
[07014.22-07017.70] 除此之外又讲了人民群众于人
[07017.70-07021.62] 这里面的所有的考点都给大家俗理的非常清晰了
[07021.62-07026.26] 而且也把这里面的所有的烤点整理出来了最后一张框架图
[07026.26-07028.46] 我们说了一共是六张框架
[07028.46-07031.94] 一个是导论 一个是序论 还有我们所说的
[07032.94-07036.42] 这个微吴论变政法认识了一集微吴使观
[07036.42-07040.46] 一共是六张斗图 所有的烤点和搭义机小都整理在这个导图上了
[07040.46-07042.58] 所以同学需要导图的话 老规矩
[07042.58-07045.98] 大家只需要在评论去当中 留言就可以了
[07045.98-07049.42] 留什么六张斗图等等都OK的
[07049.42-07051.34] 我看到之后会发给大家的
[07051.34-07053.86] 好吧 那这个就是没有使观的所有内容
[07053.86-07056.38] 最后一个动力系统刚才已经给大家去
[07056.38-07058.70] 不充过了 那就是没有使观了
[07058.70-07061.66] 好 那我们整个马斯均升学到这就结束了
[07061.66-07063.86] 我还要再丢领大家最后一句
[07063.86-07066.82] 这是所有的这些内容 大家一定要回去
[07066.82-07068.66] 听完了之后 即使的父亲
[07068.66-07071.14] 你父亲的方式 要么就是通过作体
[07071.14-07073.34] 要么就是把我讲过的所有的支持点
[07073.34-07074.58] 俗理成框架
[07074.58-07076.42] 然后回头再去反复的去看
[07076.42-07078.78] 总之呢 他一定是一个回顾的过程
[07078.78-07081.50] 我相信大家一定是在学习当中
[07081.50-07083.90] 是有一定的学习诉求的
[07083.90-07086.02] 大家根据自己的时间的长短
[07086.02-07087.42] 去规划自己相应的时间
[07087.42-07088.90] 但是一定不要相信说
[07088.90-07090.78] 我通过两篇或三篇的时间
[07090.78-07091.82] 就能够把公共机会
[07091.82-07093.10] 只是全部都拿下
[07093.10-07094.58] 你小的学的扎士
[07094.58-07097.50] 那就一定要把扎士点花一些时间来整理
[07097.50-07100.98] 所以我希望大家还是在学习过程当中学习扎士一点
[07100.98-07101.58] 好吧
[07101.58-07102.34] 当然了
[07102.34-07104.02] 我们讲的这一套支持的
[07104.02-07106.98] 相对来说也是比较全面的这样的一个支持了
[07106.98-07108.06] 大家如果说
[07108.06-07110.06] 老师我现在考试不要着急
[07110.06-07111.70] 我想马上冲刺一下
[07111.70-07113.30] 我应该着重听拿纪节
[07113.30-07115.10] 那如果大家有这样速求的话
[07115.10-07117.02] 也可以在评论新冠中留言
[07117.02-07118.58] 我告诉大家着重去听
[07118.58-07120.70] 我们马上嘴嘴哲选的拿纪的方面
[07120.70-07121.42] 好吧
[07121.42-07123.06] 希望大家还是
[07123.06-07124.14] 就是咱们怎么说的
[07124.14-07125.30] 就是他是为功
[07125.30-07125.90] 好吧
[07125.90-07127.54] 我希望大家能够认识到这个点
[07127.54-07129.06] 因为一个支点要产生清楚
[07129.06-07131.34] 确实是需要一些时间和经历的
[07131.34-07132.54] 大家要把它运用清楚
[07132.54-07134.54] 出透也需要一些时间和经历
[07134.54-07135.54] 就一定要记得
[07135.54-07139.30] 它是为主学一个理解技术一个
[07139.30-07139.80] 好吧
[07139.80-07141.30] 祝大家考试成功
[07141.30-07144.28] 咱们整个马斯主席哲学到这里就结束了
[07144.28-07145.98] 咱们下一个客户再见
[07145.98-07146.50] 拜拜
